item_name,item_code,kind_name,kind_code,rank,rank_code,unit,day1,dpr1,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7,date,region
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/25),"3,830",1일전 (10/24),-,1주일전 (10/18),-,2주일전 (10/11),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-25,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/26),-,1일전 (10/25),"3,830",1주일전 (10/19),-,2주일전 (10/12),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-26,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/28),"3,830",1일전 (10/27),-,1주일전 (10/21),-,2주일전 (10/14),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-28,
갓,216,갓(1kg),0,상품,4,1kg,당일 (10/31),-,1일전 (10/30),"4,000",1주일전 (10/24),-,2주일전 (10/17),-,1개월전,-,1년전,-,일평년,"3,731",2024-10-31,
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/01),"3,610",1일전 (10/31),"3,750",1주일전 (10/25),"3,830",2주일전 (10/18),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-01,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/02),-,1일전 (11/01),"3,610",1주일전 (10/26),-,2주일전 (10/19),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-02,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/04),-,1일전 (11/03),-,1주일전 (10/28),"3,598",2주일전 (10/21),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-04,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/05),"3,663",1일전 (11/04),"3,600",1주일전 (10/29),"3,683",2주일전 (10/22),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-05,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/06),"3,528",1일전 (11/05),"3,663",1주일전 (10/30),"3,863",2주일전 (10/23),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-06,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/07),"3,580",1일전 (11/06),"3,528",1주일전 (10/31),"3,750",2주일전 (10/24),-,1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-07,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/08),"3,395",1일전 (11/07),"3,580",1주일전 (11/01),"3,610",2주일전 (10/25),"3,830",1개월전,-,1년전,"3,247",일평년,"3,489",2024-11-08,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/11),"3,440",1일전 (11/10),-,1주일전 (11/04),"3,600",2주일전 (10/28),"3,598",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-11,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/12),"3,241",1일전 (11/11),"3,440",1주일전 (11/05),"3,663",2주일전 (10/29),"3,683",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-12,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/13),"3,430",1일전 (11/12),"3,241",1주일전 (11/06),"3,528",2주일전 (10/30),"3,863",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-13,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/14),"3,518",1일전 (11/13),"3,430",1주일전 (11/07),"3,580",2주일전 (10/31),"3,750",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-14,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/15),"3,485",1일전 (11/14),"3,518",1주일전 (11/08),"3,395",2주일전 (11/01),"3,610",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-15,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/18),"3,621",1일전 (11/17),-,1주일전 (11/11),"3,440",2주일전 (11/04),"3,600",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-18,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/19),"3,601",1일전 (11/18),"3,621",1주일전 (11/12),"3,241",2주일전 (11/05),"3,663",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-19,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/20),"3,539",1일전 (11/19),"3,601",1주일전 (11/13),"3,430",2주일전 (11/06),"3,528",1개월전,-,1년전,"3,559",일평년,"4,053",2024-11-20,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/21),"3,779",1일전 (11/20),"3,539",1주일전 (11/14),"3,518",2주일전 (11/07),"3,580",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-21,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/22),"3,951",1일전 (11/21),"3,779",1주일전 (11/15),"3,485",2주일전 (11/08),"3,395",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-22,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/25),"3,951",1일전 (11/24),-,1주일전 (11/18),"3,621",2주일전 (11/11),"3,440",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-25,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/26),"3,623",1일전 (11/25),"3,951",1주일전 (11/19),"3,601",2주일전 (11/12),"3,241",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-26,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/27),"3,623",1일전 (11/26),"3,623",1주일전 (11/20),"3,539",2주일전 (11/13),"3,430",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-27,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/28),"3,963",1일전 (11/27),"3,623",1주일전 (11/21),"3,779",2주일전 (11/14),"3,518",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-28,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (11/29),"4,025",1일전 (11/28),"3,963",1주일전 (11/22),"3,951",2주일전 (11/15),"3,485",1개월전,"3,767",1년전,"4,476",일평년,"4,358",2024-11-29,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/02),"4,136",1일전 (12/01),-,1주일전 (11/25),"3,951",2주일전 (11/18),"3,621",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-02,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/03),"4,114",1일전 (12/02),"4,136",1주일전 (11/26),"3,623",2주일전 (11/19),"3,601",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-03,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/04),"4,349",1일전 (12/03),"4,114",1주일전 (11/27),"3,623",2주일전 (11/20),"3,539",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-04,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/05),"4,217",1일전 (12/04),"4,349",1주일전 (11/28),"3,963",2주일전 (11/21),"3,779",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-05,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/06),-,1일전 (12/05),"4,217",1주일전 (11/29),"4,025",2주일전 (11/22),"3,951",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-06,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/09),"4,782",1일전 (12/08),-,1주일전 (12/02),"4,136",2주일전 (11/25),"3,951",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-09,서울
갓,216,갓(1kg),0,상품,4,1kg,당일 (12/10),"4,043",1일전 (12/09),"4,782",1주일전 (12/03),"4,114",2주일전 (11/26),"3,623",1개월전,"3,985",1년전,"5,878",일평년,"4,558",2024-12-10,서울
갓,216,갓(1kg),00,상품,04,1kg,당일 (12/11),"4,125",1일전 (12/10),"4,043",1주일전 (12/04),"4,349",2주일전 (11/27),"3,623",1개월전,"3,678",1년전,"5,750",일평년,"4,210",2024-12-11,서울
